timeStamp,GXHYNH_133_PI_2101.PV,GXHYNH_133_PI_2102.PV,GXHYNH_133_FI_2101A.PV,GXHYNH_133_FI_2102A.PV,GXHYNH_133_FI_2104A.PV,GXHYNH_133_FI_2105A.PV,GXHYNH_133_FI_2106A.PV,GXHYNH_133_AI_2101A.PV,GXHYNH_133_AI_2101C.PV
2025/03/27 00:30:55,107.911674,119.0866,3089.473,79.75168,1325.66223,615.976,142.188629,0.8385022,0.09453579
2025/03/27 00:31:00,107.905388,118.670464,3094.77271,80.42964,1322.0553,615.596,142.235519,0.843872,0.095715754
2025/03/27 00:31:05,107.899094,118.31781,3085.47461,79.04711,1313.90479,616.314453,142.253754,0.833289564,0.095903836
2025/03/27 00:31:10,107.892807,118.131828,3093.71875,80.38971,1312.54993,616.238,142.26825,0.837863147,0.09609192
2025/03/27 00:31:15,107.88652,118.120216,3089.25024,79.5289841,1321.812,616.568,142.282761,0.837083,0.09628
2025/03/27 00:31:20,107.880234,118.108604,3095.03735,78.66826,1317.57788,616.7663,142.297256,0.8266907,0.09646808
2025/03/27 00:31:25,107.873947,118.096992,3102.22314,79.863945,1332.78943,617.8284,142.311752,0.83142,0.09665617
2025/03/27 00:31:30,107.867661,118.085381,3093.577,79.199295,1326.46631,618.3976,142.326248,0.826554,0.096844256
2025/03/27 00:31:35,107.861374,118.011513,3097.657,79.99974,1325.29858,618.285645,142.340744,0.8280587,0.09703234
2025/03/27 00:31:40,107.855087,117.479965,3089.03442,79.0728,1323.99768,616.7604,142.342834,0.825576842,0.09722042
2025/03/27 00:31:45,107.8488,117.525658,3100.307,78.14587,1327.98242,615.1256,142.243088,0.8377445,0.0974085
2025/03/27 00:31:50,107.842514,117.57135,3097.53931,80.29422,1323.88684,615.3796,142.143341,0.8419394,0.09682171
2025/03/27 00:31:55,107.83622,117.617043,3101.21167,78.78795,1324.11035,615.1765,142.04361,0.8408574,0.095500946
2025/03/27 00:32:00,107.829933,117.662735,3096.72656,80.37998,1315.68359,615.2624,141.943863,0.8441678,0.094180174
2025/03/27 00:32:05,107.823647,117.708427,3083.9624,79.78116,1307.05859,614.9206,141.844116,0.853396,0.0928594
2025/03/27 00:32:10,107.81736,117.75412,3093.69116,79.1823349,1320.53369,614.7961,141.74437,0.870642543,0.09153864
2025/03/27 00:32:15,107.811073,117.799812,3090.49121,78.58351,1320.08118,614.6621,141.664459,0.866505861,0.09021787
2025/03/27 00:32:20,107.804787,117.845505,3095.47241,79.67242,1327.90588,612.9122,141.716949,0.861911952,0.09013384
2025/03/27 00:32:25,107.7985,117.891205,3093.16187,80.46713,1323.76489,613.369,141.76944,0.8627906,0.091136955
2025/03/27 00:32:30,107.792213,117.9369,3091.54639,80.46713,1327.33826,613.488953,141.82193,0.8572559,0.09214008
2025/03/27 00:32:35,107.785927,117.98259,3094.106,79.43646,1326.37463,612.905,141.87442,0.8486498,0.093143195
2025/03/27 00:32:40,107.779633,118.144531,3090.21387,78.3871,1323.63318,613.0693,142.0711,0.838671446,0.094146304
2025/03/27 00:32:45,107.773346,118.52697,3096.56958,79.3418045,1317.52637,613.7971,142.3884,0.834951758,0.09514942
2025/03/27 00:32:50,107.767059,118.713989,3083.86719,79.89696,1315.36707,613.2115,142.578522,0.827239037,0.0944423
2025/03/27 00:32:55,107.760773,118.540375,3083.89526,79.93439,1321.73352,613.0795,142.533981,0.833717763,0.09364437
2025/03/27 00:33:00,107.754486,118.366753,3091.93677,80.46713,1326.59961,613.899658,142.489456,0.8405094,0.09284644
2025/03/27 00:33:05,107.7482,118.369339,3084.289,80.46713,1321.9696,614.507568,142.444916,0.845733,0.0920485
2025/03/27 00:33:10,107.741913,118.427704,3084.21655,80.46713,1323.283,614.794,142.393478,0.860781252,0.091250576
2025/03/27 00:33:15,107.735626,118.486076,3081.689,80.46713,1326.07434,615.398865,142.33,0.850157142,0.09045264
2025/03/27 00:33:20,107.72934,118.544449,3085.52051,80.46713,1328.19617,614.8104,142.266525,0.8578935,0.08965471
2025/03/27 00:33:25,107.723045,118.602814,3077.9668,80.46713,1325.82825,616.141052,142.203049,0.867801547,0.08885677
2025/03/27 00:33:30,107.716759,118.661186,3094.339,80.46713,1324.51819,616.001343,142.139572,0.8767002,0.08794315
2025/03/27 00:33:35,107.710472,118.75164,3092.33447,80.46713,1324.03333,616.641235,142.0761,0.884749353,0.08649128
2025/03/27 00:33:40,107.704185,118.842834,3088.18872,80.46713,1315.13452,615.625061,142.012619,0.89442116,0.0850394
2025/03/27 00:33:45,107.6979,118.552322,3091.58081,80.46713,1314.24414,615.7006,141.949142,0.9001076,0.08358752
2025/03/27 00:33:50,107.691612,118.15686,3092.88354,80.46713,1319.007,615.547363,141.885681,0.8927747,0.08302703
2025/03/27 00:33:55,107.685326,117.727066,3096.17627,80.46713,1320.00073,615.4956,141.8222,0.8966259,0.083868355
2025/03/27 00:34:00,107.679039,117.153168,3096.58984,80.46713,1322.93726,615.0805,141.7866,0.890823066,0.084709674
2025/03/27 00:34:05,107.672752,116.579269,3093.21069,80.46713,1329.2428,614.1759,141.865768,0.8768,0.08555099
2025/03/27 00:34:10,107.666466,116.140846,3096.311,80.46713,1330.27979,614.743164,141.944931,0.8686008,0.08639232
2025/03/27 00:34:15,107.660172,115.792542,3093.72144,80.46713,1327.50317,613.8199,142.0241,0.867592335,0.08723364
2025/03/27 00:34:20,107.653885,115.768791,3090.47485,80.46713,1328.50854,613.503,142.103256,0.8666364,0.08809073
2025/03/27 00:34:25,107.6476,115.823105,3080.13721,80.46713,1322.47864,614.5871,142.1824,0.852573,0.08900786
2025/03/27 00:34:30,107.641312,115.879662,3093.83057,80.41429,1313.33093,617.4566,142.261566,0.8444888,0.089925
2025/03/27 00:34:35,107.635025,115.984489,3077.89478,79.22697,1325.334,619.0195,142.340729,0.8403509,0.09084213
2025/03/27 00:34:40,107.628738,116.08931,3089.75879,78.31772,1324.00037,618.8353,142.419891,0.834762335,0.091759265
2025/03/27 00:34:45,107.622452,116.19413,3091.1167,80.46713,1328.96448,619.0637,142.499054,0.844602168,0.0926764
2025/03/27 00:34:50,107.616165,116.479652,3080.9917,80.46713,1323.13342,618.509338,142.511566,0.836596549,0.09359354
2025/03/27 00:34:55,107.609879,116.670044,3086.41846,80.46713,1324.43079,619.3253,142.296661,0.843308,0.094294645
2025/03/27 00:35:00,107.603584,116.781509,3084.50464,80.46713,1323.10669,619.0679,142.081741,0.8345449,0.09427132
2025/03/27 00:35:05,107.5973,117.161682,3084.22241,80.46713,1318.14441,618.5484,142.011063,0.848846,0.09424799
2025/03/27 00:35:10,107.591011,117.595314,3080.25659,80.46713,1323.15955,618.6655,142.023422,0.8518629,0.094224654
2025/03/27 00:35:15,107.583595,117.773834,3090.44629,80.46713,1327.51611,618.225037,142.035782,0.8479357,0.09420133
2025/03/27 00:35:20,107.574738,117.629639,3092.62329,80.46713,1324.02075,616.7705,142.048126,0.848768,0.094178
2025/03/27 00:35:25,107.565887,117.295372,3094.0625,80.46713,1324.31274,616.4819,142.060486,0.845912457,0.09415467
2025/03/27 00:35:30,107.55703,116.726646,3092.137,80.32048,1325.04041,616.1998,142.072845,0.847147763,0.09413134
2025/03/27 00:35:35,107.54818,116.157913,3082.94385,79.43228,1330.24524,616.6246,142.0852,0.8462692,0.094108015
2025/03/27 00:35:40,107.53933,115.839043,3084.45166,78.54409,1323.44226,615.6132,142.097565,0.8422032,0.09583447
2025/03/27 00:35:45,107.530472,115.650955,3086.04736,80.46713,1325.215,615.267334,142.109909,0.8218725,0.09847681
2025/03/27 00:35:50,107.521622,115.462875,3089.123,80.46713,1323.24048,615.0619,142.122269,0.8086275,0.101119168
2025/03/27 00:35:55,107.512764,115.274788,3096.204,80.46713,1327.41516,615.4881,142.134628,0.812828958,0.103761524
2025/03/27 00:36:00,107.503914,115.135086,3086.55225,80.34627,1318.91064,614.7313,142.146988,0.7954199,0.10640388
2025/03/27 00:36:05,107.495064,115.126122,3090.92822,79.8175659,1319.5686,615.1303,142.188828,0.7813525,0.109046228
2025/03/27 00:36:10,107.486206,115.117165,3093.38062,79.2888641,1320.88721,614.8099,142.235016,0.7792413,0.111688584
2025/03/27 00:36:15,107.477356,115.260811,3095.59937,78.76016,1318.9729,616.005737,142.2812,0.7695899,0.114330932
2025/03/27 00:36:20,107.4685,115.570595,3081.07886,78.23146,1319.03137,616.1347,142.327408,0.775637448,0.115615688
2025/03/27 00:36:25,107.459648,115.880386,3082.40674,79.29831,1322.90063,616.4617,142.3736,0.759732366,0.115440726
2025/03/27 00:36:30,107.4508,116.158165,3090.30469,80.41016,1317.06934,617.596436,142.419785,0.761107147,0.115265764
2025/03/27 00:36:35,107.44194,116.109627,3082.223,79.6994,1320.89514,617.5912,142.422333,0.75909,0.1150908
2025/03/27 00:36:40,107.43309,116.061089,3088.36182,78.98865,1321.32446,617.411438,142.318985,0.7646479,0.11491584
2025/03/27 00:36:45,107.424232,116.01255,3083.0957,78.27789,1326.82349,617.078,142.215637,0.7609641,0.114740886
2025/03/27 00:36:50,107.415382,115.964012,3086.233,80.17303,1323.92334,617.3716,142.112274,0.7702745,0.114565924
2025/03/27 00:36:55,107.406532,115.915474,3093.245,79.75883,1330.81409,617.486938,142.009247,0.7728005,0.114390962
2025/03/27 00:37:00,107.397675,115.866943,3094.18457,78.48781,1327.55737,616.4883,141.908966,0.775379062,0.114216
2025/03/27 00:37:05,107.388824,115.724838,3093.666,80.0514755,1329.33081,616.5223,141.808685,0.7810242,0.113922618
2025/03/27 00:37:10,107.379967,115.573334,3089.306,78.71256,1322.19775,616.644836,141.708389,0.781730235,0.113617323
2025/03/27 00:37:15,107.371117,115.421822,3092.427,80.46713,1316.077,616.1717,141.62999,0.771764755,0.113312021
2025/03/27 00:37:20,107.362267,115.270309,3094.61377,80.46713,1309.32275,615.473633,141.716309,0.7786997,0.113006726
2025/03/27 00:37:25,107.353409,115.145248,3074.26831,80.46713,1324.16333,614.204651,141.802612,0.7808067,0.113424622
2025/03/27 00:37:30,107.344559,115.207939,3092.14185,79.73139,1322.9281,615.1582,141.906342,0.7751065,0.115359195
2025/03/27 00:37:35,107.3357,115.27063,3090.9104,79.9006348,1325.04968,615.457153,142.130325,0.7725748,0.117293775
2025/03/27 00:37:40,107.326851,115.263939,3088.56079,78.179184,1328.57227,615.457153,142.354309,0.7528007,0.119228356
2025/03/27 00:37:45,107.318,114.804176,3093.805,79.83532,1326.939,615.2078,142.390244,0.745372951,0.121169709
2025/03/27 00:37:50,107.309143,114.344414,3094.10962,78.97459,1326.3396,615.639954,142.412766,0.7410774,0.123154134
2025/03/27 00:37:55,107.300293,114.218811,3083.29736,78.11386,1319.27917,616.240356,142.435287,0.736770868,0.125138551
2025/03/27 00:38:00,107.291435,114.210457,3078.58643,79.9737244,1316.34973,616.735352,142.457809,0.73023355,0.127122968
2025/03/27 00:38:05,107.282585,114.202095,3074.42,78.1573,1327.46851,616.735352,142.480331,0.7290871,0.1291074
2025/03/27 00:38:10,107.273735,114.39225,3088.53955,79.64599,1325.4762,616.5563,142.4086,0.732371569,0.129900932
2025/03/27 00:38:15,107.264877,114.648727,3078.81763,78.55052,1328.97693,617.1502,142.2598,0.728875339,0.129720882
2025/03/27 00:38:20,107.256027,114.792152,3084.49683,78.31598,1328.10071,616.5285,142.111008,0.724963248,0.129540846
2025/03/27 00:38:25,107.247169,114.845436,3084.195,80.374054,1325.41467,616.735352,142.048828,0.730389535,0.1293608
2025/03/27 00:38:30,107.238319,114.898727,3100.22852,78.2406845,1322.29688,617.014,142.01416,0.7300134,0.129180759
2025/03/27 00:38:35,107.229462,114.952019,3098.45752,79.60615,1322.39722,617.144531,141.979492,0.73043,0.129000708
2025/03/27 00:38:40,107.220612,114.56131,3094.45044,80.11402,1316.23059,616.515259,141.944824,0.728639,0.128820658
2025/03/27 00:38:45,107.211761,113.834053,3088.59326,80.15145,1312.25635,616.5888,141.910156,0.72778976,0.128640622
2025/03/27 00:38:50,107.2029,113.1068,3089.31738,78.7854156,1318.63147,616.4684,141.9179,0.728880942,0.130141526
2025/03/27 00:38:55,107.194054,112.790939,3085.39868,79.71622,1327.41553,616.4433,141.95697,0.7197404,0.132132083
2025/03/27 00:39:00,107.185196,112.775261,3097.64233,78.25758,1327.494,615.712463,141.996048,0.720095158,0.13412264
2025/03/27 00:39:05,107.176346,112.75959,3094.1814,79.18286,1318.03223,614.6372,142.035141,0.713936865,0.1361132
2025/03/27 00:39:10,107.167496,112.743912,3090.714,78.0967255,1321.63074,615.066956,142.074219,0.709010243,0.138103753
2025/03/27 00:39:15,107.158638,112.990982,3098.15771,79.31145,1323.00977,614.552856,142.138519,0.7044353,0.14009431
2025/03/27 00:39:20,107.149788,113.4202,3083.92847,80.41339,1325.351,615.3346,142.309036,0.6881986,0.142091051
2025/03/27 00:39:25,107.14093,113.849419,3097.34668,79.63226,1321.35535,615.917664,142.479568,0.683638,0.144097283
2025/03/27 00:39:30,107.13208,114.260094,3096.30225,80.33957,1322.64771,615.732056,142.45816,0.684453964,0.1461035
2025/03/27 00:39:35,107.12323,114.670746,3093.84888,79.70535,1324.9624,617.1023,142.388535,0.6824261,0.148109734
2025/03/27 00:39:40,107.114372,115.0814,3083.64453,79.07113,1321.344,617.0673,142.318924,0.6778799,0.150098264
2025/03/27 00:39:45,107.105522,115.491051,3084.023,78.43691,1320.3009,616.1016,142.249313,0.684076,0.149881914
2025/03/27 00:39:50,107.096664,115.811485,3086.634,80.46713,1327.05347,617.2392,142.1797,0.676341236,0.149665549
2025/03/27 00:39:55,107.087814,116.081985,3095.15186,80.46713,1330.112,617.4432,142.127121,0.6931978,0.1494492
2025/03/27 00:40:00,107.078964,116.171944,3098.756,79.36579,1326.46631,616.527,142.0852,0.6814948,0.149232835
2025/03/27 00:40:05,107.070107,116.261894,3092.00073,79.6191,1317.79382,616.740662,142.043274,0.683047533,0.149016485
2025/03/27 00:40:10,107.061256,116.351845,3083.23315,80.38701,1325.47839,616.127,142.001358,0.68181777,0.14880012
2025/03/27 00:40:15,107.0524,116.4418,3088.0188,80.39555,1319.67517,615.840149,141.959442,0.6777788,0.14858377
2025/03/27 00:40:20,107.043549,116.501373,3087.60181,78.45992,1320.297,615.852661,141.937759,0.696035445,0.1483674
2025/03/27 00:40:25,107.0347,116.543167,3091.05542,78.45854,1323.29138,615.8525,141.983063,0.684770167,0.148151055
2025/03/27 00:40:30,107.025841,116.584961,3089.89917,78.06458,1319.85974,615.383667,142.028366,0.6818036,0.14793469
2025/03/27 00:40:35,107.016991,116.724068,3085.01123,78.06458,1318.456,615.457153,142.073654,0.6779056,0.149763167
2025/03/27 00:40:40,107.008133,116.917854,3089.87817,80.19462,1320.36292,615.4053,142.118958,0.6804134,0.151982188
2025/03/27 00:40:45,106.999283,117.21888,3094.519,80.46713,1326.25708,614.5425,142.164246,0.6707909,0.1542012
2025/03/27 00:40:50,106.990433,117.652519,3075.496,80.46713,1318.387,614.8181,142.209549,0.662136555,0.1564202
2025/03/27 00:40:55,106.981575,118.072273,3077.2876,80.46713,1315.82056,615.9764,142.254852,0.6601,0.158639222
2025/03/27 00:41:00,106.977707,118.251396,3085.76147,80.2394257,1318.698,616.137268,142.30014,0.6595174,0.160858229
2025/03/27 00:41:05,106.988228,118.859848,3094.85815,79.30797,1320.347,617.204468,142.345444,0.6580014,0.162366256
2025/03/27 00:41:10,106.998749,119.141922,3078.69067,78.37652,1322.75989,617.1858,142.390732,0.6487922,0.161852166
2025/03/27 00:41:15,107.009277,119.335709,3091.507,79.66936,1327.43274,617.600037,142.436035,0.6540076,0.161338061
2025/03/27 00:41:20,107.0198,119.37207,3081.25513,80.46713,1324.262,617.282349,142.252151,0.6502818,0.160823971
2025/03/27 00:41:25,107.030319,119.330269,3080.36426,80.46713,1322.96985,617.181946,141.976959,0.655477166,0.160309881
2025/03/27 00:41:30,107.040848,118.851517,3082.49,78.98383,1324.50757,616.418762,141.986618,0.656636536,0.159795776
2025/03/27 00:41:35,107.051369,118.309662,3083.067,80.13121,1324.00317,615.695251,141.996277,0.6619656,0.159281686
2025/03/27 00:41:40,107.0619,117.793877,3076.155,78.92619,1322.27673,615.204956,142.00592,0.6621694,0.158767581
2025/03/27 00:41:45,107.072418,117.568176,3069.632,80.46713,1319.73291,614.124,142.015579,0.6664565,0.157928318
2025/03/27 00:41:50,107.082939,117.342476,3090.68433,80.46713,1323.387,614.5832,142.025223,0.666681945,0.156273171
2025/03/27 00:41:55,107.093468,117.116936,3088.83887,80.46713,1323.46741,614.8417,142.034882,0.6713631,0.155171335
2025/03/27 00:42:00,107.103989,116.893028,3084.68018,80.299,1320.0542,614.8693,142.04454,0.6625481,0.15541628
2025/03/27 00:42:05,107.11451,116.669121,3082.80225,79.82259,1323.41772,614.955,142.054184,0.659841061,0.155661225
2025/03/27 00:42:10,107.125038,116.577095,3087.78613,79.34619,1329.063,614.496,142.063843,0.670880854,0.155906171
2025/03/27 00:42:15,107.135559,116.792046,3089.50024,78.86979,1322.13708,614.2354,142.0735,0.670242548,0.156151116
2025/03/27 00:42:20,107.146088,117.007,3086.64624,78.39339,1326.94885,613.9718,142.10553,0.6673386,0.156396061
2025/03/27 00:42:25,107.156609,117.300056,3082.907,79.93131,1323.1781,613.694641,142.1594,0.6678751,0.156641
2025/03/27 00:42:30,107.16713,117.668388,3082.04126,80.46713,1324.42493,613.7661,142.213257,0.65612,0.156885952
2025/03/27 00:42:35,107.177658,118.036728,3072.19214,80.46713,1313.52026,613.540039,142.26712,0.659518838,0.1571309
2025/03/27 00:42:40,107.188179,118.515106,3093.94531,80.46713,1318.14392,613.6997,142.31575,0.6771191,0.155628785
2025/03/27 00:42:45,107.1987,119.228249,3086.88428,80.46713,1316.93872,613.596863,142.325958,0.6768379,0.153440177
2025/03/27 00:42:50,107.209229,119.816551,3095.39551,80.46713,1323.161,613.2164,142.336182,0.6764345,0.151251554
2025/03/27 00:42:55,107.219749,120.309753,3088.07129,80.46713,1321.3866,613.656738,142.34639,0.6982231,0.149062946
2025/03/27 00:43:00,107.23027,120.482162,3104.245,80.46713,1322.39807,614.11554,142.3566,0.6953087,0.146785125
2025/03/27 00:43:05,107.2408,120.660553,3086.09741,80.46713,1329.13318,614.799561,142.366821,0.6952541,0.144327492
2025/03/27 00:43:10,107.25132,120.844162,3090.02734,80.46713,1320.11987,615.977356,142.377029,0.6977883,0.141869858
2025/03/27 00:43:15,107.261848,121.027763,3088.34229,80.46713,1317.71814,616.202332,142.387238,0.711492,0.139412239
2025/03/27 00:43:20,107.272369,120.87709,3094.473,80.46713,1324.53064,616.685242,142.397446,0.7165678,0.1369546
2025/03/27 00:43:25,107.28289,120.610641,3092.366,80.46713,1331.83032,616.218933,142.270111,0.7265407,0.134496972
2025/03/27 00:43:30,107.293419,120.364311,3089.59521,79.45453,1325.37622,616.372742,142.1348,0.7316061,0.132299408
2025/03/27 00:43:35,107.30394,120.155334,3091.31226,80.46713,1329.27979,615.752136,141.999481,0.735371351,0.1305844
2025/03/27 00:43:40,107.314461,119.94635,3095.39648,80.46713,1323.80981,616.1232,141.864166,0.7381931,0.1288694
2025/03/27 00:43:45,107.324989,119.759575,3099.09766,80.46713,1321.93408,615.8215,141.728851,0.7439382,0.1271544
2025/03/27 00:43:50,107.33551,119.612366,3107.43726,80.46713,1319.844,615.1246,141.593536,0.744871855,0.125439391
2025/03/27 00:43:55,107.346039,119.465157,3105.70068,80.46713,1320.0542,614.6346,141.725052,0.7403521,0.123724386
2025/03/27 00:44:00,107.35656,119.284157,3089.72461,80.46713,1315.56775,614.6368,141.866547,0.749908149,0.122357577
2025/03/27 00:44:05,107.367081,119.049759,3087.07471,80.46713,1316.562,613.247437,142.008057,0.742388368,0.122697338
2025/03/27 00:44:10,107.377609,118.898987,3098.347,80.46713,1322.0824,612.926941,142.149551,0.756324232,0.1230371
2025/03/27 00:44:15,107.38813,118.810165,3092.05884,80.46713,1320.46216,613.8393,142.291061,0.742273331,0.123376869
2025/03/27 00:44:20,107.398651,118.705185,3097.933,80.46713,1322.04614,613.8904,142.371567,0.741348267,0.12371663
